         18617743 function calls in 28.158 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1257    0.002    0.000    9.741    0.008 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/group_sync_read.py:111(txRxPacket)
      426    0.002    0.000    0.017    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/_methods.py:263(_std)
     5028    0.002    0.000    0.002    0.000 {built-in method _struct.unpack}
     1676    0.002    0.000    0.003    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1225(ticks_to_world_rad)
     1257    0.002    0.000    0.426    0.000 /usr/lib/python3/dist-packages/serial/serialposix.py:666(flush)
     7320    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
     1257    0.001    0.000    0.004    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:85(setPacketTimeout)
     6285    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
      419    0.001    0.000   10.826    0.026 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:72(step)
      426    0.001    0.000    0.018    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3441(std)
      419    0.001    0.000    0.007    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stretch_gripper.py:70(pull_status)
     1262    0.001    0.000    0.042    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    10056    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/protocol2_packet_handler.py:52(getProtocolVersion)
     1257    0.001    0.000    0.162    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:82(writePort)
     1257    0.001    0.000    0.427    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/port_handler.py:50(clearPort)
     1676    0.001    0.000    0.002    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1221(ticks_to_world_rad_per_sec)
      836    0.001    0.000    0.024    0.000 <__array_function__ internals>:177(mean)
     6285    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
      419    0.001    0.000    0.002    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/stretch_gripper.py:81(world_rad_to_pct)
     6704    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:66(DXL_HIWORD)
     1676    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1245(ticks_to_rad)
     3352    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:33(deg_to_rad)
     2374    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
     6704    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:62(DXL_LOWORD)
      419    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/gripper_conversion.py:77(get_status)
     3352    0.001    0.000    0.001    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/dynamixel_sdk/robotis_def.py:58(DXL_MAKEDWORD)
      419    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_X_chain.py:138(update_trajectory)
      419    0.001    0.000   10.767    0.026 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:684(_pull_status_end_of_arm_dynamixel)
     1676    0.001    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1251(ticks_to_rad_per_sec)
     5864    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
       89    0.001    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:283(__init__)
     2524    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      419    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/wrist_pitch.py:50(ticks_to_pct_load)
     1262    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      419    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1248(rad_to_ticks)
      426    0.000    0.000    0.019    0.000 <__array_function__ internals>:177(std)
      419    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:255(mark_loop_end)
     1676    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:982(update_trajectory)
      841    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:553(is_set)
      419    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/gripper_conversion.py:48(robotis_to_aperture)
     1676    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1271(ticks_to_current)
      419    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1230(world_rad_to_ticks)
     3352    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      419    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/wrist_roll.py:50(ticks_to_pct_load)
      636    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      419    0.000    0.000    0.001    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/robot.py:690(_update_trajectory_end_of_arm_dynamixel)
      836    0.000    0.000    0.000    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3308(_mean_dispatcher)
      418    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1549(findCaller)
      419    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/hello_utils.py:36(rad_to_deg)
      419    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/gripper_conversion.py:58(aperture_to_finger_rad)
       89    0.000    0.000    0.005    0.000 /usr/lib/python3.10/logging/__init__.py:1680(callHandlers)
       89    0.000    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:665(format)
       89    0.000    0.000    0.004    0.000 /usr/lib/python3.10/logging/__init__.py:1077(flush)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:431(_format)
       89    0.000    0.000    0.007    0.000 /usr/lib/python3.10/logging/__init__.py:1455(debug)
       89    0.000    0.000    0.007    0.000 /usr/lib/python3.10/logging/__init__.py:1600(_log)
      838    0.000    0.000    0.000    0.000 /home/hello-robot/repos/stretch_body_sandbox/stretch_body/body/stretch_body/dynamixel_hello_XL430.py:1267(ticks_to_pct_load)
       89    0.000    0.000    0.005    0.000 /usr/lib/python3.10/logging/__init__.py:955(handle)
       89    0.000    0.000    0.005    0.000 /usr/lib/python3.10/logging/__init__.py:1088(emit)
       89    0.000    0.000    0.000    0.000 {built-in method time.localtime}
      418    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       89    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:140(basename)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:121(_splitext)
      426    0.000    0.000    0.000    0.000 /home/hello-robot/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3436(_std_dispatcher)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:117(splitext)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:597(formatTime)
       89    0.000    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:1585(makeRecord)
      178    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:919(release)
      178    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:912(acquire)
       89    0.000    0.000    0.005    0.000 /usr/lib/python3.10/logging/__init__.py:1626(handle)
      178    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:806(filter)
       89    0.000    0.000    0.005    0.000 /usr/lib/python3.10/logging/__init__.py:1204(emit)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:119(getLevelName)
      267    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:160(<lambda>)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1430(current_thread)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:423(usesTime)
       89    0.000    0.000    0.001    0.000 /usr/lib/python3.10/logging/__init__.py:932(format)
      179    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:649(formatMessage)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:643(usesTime)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:52(normcase)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:438(format)
       89    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:359(getMessage)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1724(isEnabledFor)
      267    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      178    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:41(_get_sep)
       89    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      179    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      178    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1129(name)
       89    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/process.py:37(current_process)
       89    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/process.py:189(name)
       89    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


